,Emoji_ID,Emoji,Unicode_Name,Arabic_Name,Class,Total_Occurrence,Negativity_Occurrence_N(Negative),Neutrality_Occurrence_N(Neutral),Positivity_Occurrence_N(Positive),Negativite_Probability_P(Negative),Neutral_Probability_P(Neutral),Positive_Probability_P(Positive),Sentiment_Score_S,Sentiment_Label_L
438,b'\xf0\x9f\x93\xa8',📨, Incoming Envelope ,ظرف وارد,Object,19,5,6,8,0.2727272727272727,0.3181818181818182,0.4090909090909091,0.1363636363636364,positive
439,b'\xf0\x9f\x87\xac\xf0\x9f\x87\xad',🇬🇭, Ghana ,علم غانا,Flag,19,0,19,0,0.045454545454545456,0.9090909090909091,0.045454545454545456,0.0,neutral
440,b'\xf0\x9f\x97\xa3',🗣, Speaking Head ,راس شخص يتحدث,Human Activity,19,9,5,5,0.45454545454545453,0.2727272727272727,0.2727272727272727,-0.18181818181818182,negative
441,b'\xf0\x9f\x91\xb9',👹, Ogre ,غول,Object,19,16,1,2,0.7727272727272727,0.09090909090909091,0.13636363636363635,-0.6363636363636364,negative
442,b'\xf0\x9f\x93\xb0',📰, Newspaper ,جريده,Object,18,5,8,5,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,neutral
443,b'\xf0\x9f\x91\xb1',👱, Blond-Haired Person ,شخص ذو شعر اشقر,Facial Expression,18,7,7,4,0.38095238095238093,0.38095238095238093,0.23809523809523808,-0.14285714285714285,negative
444,b'\xe2\x98\xa0',☠, Skull And Crossbones ,جمجمه وعظمتين متقاطعتين,Symbol,18,9,6,3,0.47619047619047616,0.3333333333333333,0.19047619047619047,-0.2857142857142857,negative
445,b'\xf0\x9f\x93\xac',📬, Open Mailbox With Raised Flag ,صندوق بريد مفتوح بعلم مرفوع,Object,18,2,12,4,0.14285714285714285,0.6190476190476191,0.23809523809523808,0.09523809523809523,positive
446,b'\xf0\x9f\x8e\xb2',🎲, Game Die ,نرد,Object,18,0,17,1,0.047619047619047616,0.8571428571428571,0.09523809523809523,0.047619047619047616,neutral
447,b'\xf0\x9f\x99\x8d',🙍, Person Frowning ,شخص عابس,Body Language,18,10,4,4,0.5238095238095238,0.23809523809523808,0.23809523809523808,-0.28571428571428575,negative
448,b'\xf0\x9f\x91\xa6',👦, Boy ,صبي,Facial Expression,18,5,6,7,0.2857142857142857,0.3333333333333333,0.38095238095238093,0.09523809523809523,positive
449,b'\xf0\x9f\xa5\x81',🥁, Drum ,طبل,Object,18,2,1,15,0.14285714285714285,0.09523809523809523,0.7619047619047619,0.6190476190476191,positive
450,b'\xf0\x9f\x87\xaa\xf0\x9f\x87\xba',🇪🇺, European Union ,علم الاتحاد الأوربي,Flag,18,0,18,0,0.047619047619047616,0.9047619047619048,0.047619047619047616,0.0,neutral
451,b'\xf0\x9f\x90\x8f',🐏, Ram ,حمل,Nature,18,14,2,2,0.7142857142857143,0.14285714285714285,0.14285714285714285,-0.5714285714285714,negative
452,b'\xf0\x9f\x87\xae\xf0\x9f\x87\xb7',🇮🇷, Iran ,علم ايران,Flag,18,8,7,3,0.42857142857142855,0.38095238095238093,0.19047619047619047,-0.23809523809523808,negative
453,b'\xf0\x9f\x87\xa7\xf0\x9f\x87\xad',🇧🇭, Bahrain ,علم البحرين,Flag,18,5,2,11,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.2857142857142857,positive
454,b'\xf0\x9f\x94\x8a',🔊, Speaker High Volume ,علامه مكبر صوت بصوت عالي ,Symbol,17,5,8,4,0.3,0.45,0.25,-0.04999999999999999,neutral
455,b'\xf0\x9f\x8d\xa6',🍦, Soft Ice Cream ,ايس كريم ناعم,Food,17,1,7,9,0.1,0.4,0.5,0.4,positive
456,b'\xf0\x9f\x93\x88',📈, Chart Increasing ,رسم بياني للدلاله علي الارتفاع,Object,17,2,14,1,0.15,0.75,0.1,-0.04999999999999999,neutral
457,b'\xf0\x9f\x91\x93',👓, Glasses ,نظاره,Object,17,3,2,12,0.2,0.15,0.65,0.45,positive
458,b'\xf0\x9f\x91\xb4',👴, Old Man ,رجل كبير في السن,Facial Expression,17,5,8,4,0.3,0.45,0.25,-0.04999999999999999,neutral
459,b'\xf0\x9f\x97\xa1',🗡, Dagger ,خنجر,Object,17,10,2,5,0.55,0.15,0.3,-0.25000000000000006,negative
460,b'\xf0\x9f\x91\xba',👺, Goblin ,عفريت,Object,17,16,1,0,0.85,0.1,0.05,-0.7999999999999999,negative
461,b'\xf0\x9f\x87\xaf\xf0\x9f\x87\xb5',🇯🇵, Japan ,علم اليابان,Flag,17,12,4,1,0.65,0.25,0.1,-0.55,negative
462,b'\xf0\x9f\x8f\x8a',🏊, Person Swimming ,شخص يسبح,Human Activity,17,8,1,8,0.45,0.1,0.45,0.0,neutral
463,b'\xf0\x9f\x97\xaf',🗯, Right Anger Bubble ,فقاعه الغضب اليمنى,Symbol,17,10,5,2,0.55,0.3,0.15,-0.4,negative
464,b'\xf0\x9f\x91\x84',👄, Mouth ,فم,Body Language,16,7,1,8,0.42105263157894735,0.10526315789473684,0.47368421052631576,0.05263157894736842,neutral
465,b'\xf0\x9f\x96\x8a',🖊, Pen ,قلم ,Object,16,1,8,7,0.10526315789473684,0.47368421052631576,0.42105263157894735,0.3157894736842105,positive
466,b'\xf0\x9f\xa4\x9e',🤞, Crossed Fingers ,اصبعين ملتفه علي بعضها,Body Language,16,4,8,4,0.2631578947368421,0.47368421052631576,0.2631578947368421,0.0,neutral
467,b'\xf0\x9f\x91\xb3',👳, Person Wearing Turban ,شخص يرتدي العمامه,Human Activity,16,8,1,7,0.47368421052631576,0.10526315789473684,0.42105263157894735,-0.05263157894736842,neutral
468,b'\xf0\x9f\x91\x9e',👞, Man’S Shoe ,حذاء رجل,Object,16,15,0,1,0.8421052631578947,0.05263157894736842,0.10526315789473684,-0.7368421052631579,negative
469,b'\xf0\x9f\x8d\x8f',🍏, Green Apple ,تفاحه خضراء,Food,16,3,8,5,0.21052631578947367,0.47368421052631576,0.3157894736842105,0.10526315789473684,positive
470,b'\xf0\x9f\x94\x82',🔂, Repeat Single Button ,زر التكرار لمره واحده,Symbol,16,3,13,0,0.21052631578947367,0.7368421052631579,0.05263157894736842,-0.15789473684210525,negative
471,b'\xf0\x9f\x94\x85',🔅, Dim Button ,زر خفت الاضاءه,Symbol,16,3,10,3,0.21052631578947367,0.5789473684210527,0.21052631578947367,0.0,neutral
472,b'\xf0\x9f\x8c\xaa',🌪, Tornado ,اعصار,Nature,16,5,3,8,0.3157894736842105,0.21052631578947367,0.47368421052631576,0.15789473684210525,positive
473,b'\xf0\x9f\x8d\xbf',🍿, Popcorn ,فشار,Food,16,2,8,6,0.15789473684210525,0.47368421052631576,0.3684210526315789,0.21052631578947367,positive
474,b'\xf0\x9f\x91\xb5',👵, Old Woman ,امراه كبيره في السن,Facial Expression,15,7,4,4,0.4444444444444444,0.2777777777777778,0.2777777777777778,-0.16666666666666663,negative
475,b'\xf0\x9f\x8c\x87',🌇, Sunset ,غروب الشمس,Nature,15,0,6,9,0.05555555555555555,0.3888888888888889,0.5555555555555556,0.5,positive
476,b'\xf0\x9f\x9a\x98',🚘, Oncoming Automobile ,سياره قادمه,Object,15,4,6,5,0.2777777777777778,0.3888888888888889,0.3333333333333333,0.055555555555555525,neutral
477,b'\xe2\x9b\xb3',⛳, Flag In Hole ,علم في حفره,Object,15,1,13,1,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.0,neutral
478,b'\xf0\x9f\x93\xbf',📿, Prayer Beads ,مسبحه,Object,15,3,1,11,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.4444444444444444,positive
479,b'\xf0\x9f\x96\x87',🖇, Linked Paperclips ,مشابك ورقيه مشبكه,Object,15,1,3,11,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.5555555555555556,positive
480,b'\xf0\x9f\x8e\x96',🎖, Military Medal ,ميداليه عسكريه,Object,15,0,3,12,0.05555555555555555,0.2222222222222222,0.7222222222222222,0.6666666666666666,positive
481,b'\xf0\x9f\x8e\xa8',🎨, Artist Palette ,لوحه الوان الرسام,Object,15,1,5,9,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.4444444444444445,positive
482,b'\xf0\x9f\x8c\x85',🌅, Sunrise ,شروق الشمس,Nature,15,0,2,13,0.05555555555555555,0.16666666666666666,0.7777777777777778,0.7222222222222222,positive
483,b'\xf0\x9f\x94\x9c',🔜, Soon Arrow ,علامه قريبا بسهم,Symbol,15,3,8,4,0.2222222222222222,0.5,0.2777777777777778,0.05555555555555558,neutral
484,b'\xe2\x9d\x87',❇, Sparkle ,شراره,Symbol,15,0,6,9,0.05555555555555555,0.3888888888888889,0.5555555555555556,0.5,positive
485,b'\xf0\x9f\x87\xb7',🇷, Regional Indicator Symbol Letter R ,حرف رمز المؤشر الإقليمي ار,Symbol,15,5,9,1,0.3333333333333333,0.5555555555555556,0.1111111111111111,-0.2222222222222222,negative
486,b'\xf0\x9f\x91\xa3',👣, Footprints ,اثار اقدام انسان,Symbol,15,10,1,4,0.6111111111111112,0.1111111111111111,0.2777777777777778,-0.33333333333333337,negative
487,b'\xf0\x9f\x87\xae',🇮, Regional Indicator Symbol Letter I ,حرف رمز المؤشر الإقليمي I,Symbol,14,5,3,6,0.35294117647058826,0.23529411764705882,0.4117647058823529,0.05882352941176466,neutral
488,b'\xf0\x9f\x91\xa1',👡, Woman’S Sandal ,صندل نسائي,Object,14,12,2,0,0.7647058823529411,0.17647058823529413,0.058823529411764705,-0.7058823529411764,negative
489,b'\xf0\x9f\x8f\xb4',🏴, Black Flag ,علم اسود,Flag,14,4,2,8,0.29411764705882354,0.17647058823529413,0.5294117647058824,0.23529411764705882,positive
490,b'\xe2\x97\xbd',◽, White Medium-Small Square ,مربع ابيض متوسط ​​صغير,Symbol,14,2,7,5,0.17647058823529413,0.47058823529411764,0.35294117647058826,0.17647058823529413,positive
491,b'\xf0\x9f\x87\xa9\xf0\x9f\x87\xb0',🇩🇰, Denmark ,علم الدنمارك,Flag,14,0,14,0,0.058823529411764705,0.8823529411764706,0.058823529411764705,0.0,neutral
492,b'\xf0\x9f\x87\xa6\xf0\x9f\x87\xb7',🇦🇷, Argentina ,علم الارجنتين,Flag,14,3,4,7,0.23529411764705882,0.29411764705882354,0.47058823529411764,0.23529411764705882,positive
493,b'\xf0\x9f\x93\x95',📕, Closed Book ,كتاب مغلق,Object,14,1,12,1,0.11764705882352941,0.7647058823529411,0.11764705882352941,0.0,neutral
494,b'\xf0\x9f\x9a\x99',🚙, Sport Utility Vehicle ,سياره رياضيه,Object,14,3,2,9,0.23529411764705882,0.17647058823529413,0.5882352941176471,0.35294117647058826,positive
495,b'\xe2\x84\xa2',™, Trade Mark ,علامه تجاريه,Symbol,14,4,8,2,0.29411764705882354,0.5294117647058824,0.17647058823529413,-0.11764705882352941,negative
496,b'\xf0\x9f\x8d\xbc',🍼, Baby Bottle ,رضاعه طفل,Food,14,7,1,6,0.47058823529411764,0.11764705882352941,0.4117647058823529,-0.05882352941176472,neutral
497,b'\xf0\x9f\x8d\x97',🍗, Poultry Leg ,فخذ دجاج,Food,14,1,7,6,0.11764705882352941,0.47058823529411764,0.4117647058823529,0.2941176470588235,positive
498,b'\xf0\x9f\x8d\xb7',🍷, Wine Glass ,كاس نبيذ,Food,14,4,4,6,0.29411764705882354,0.29411764705882354,0.4117647058823529,0.11764705882352938,positive
499,b'\xf0\x9f\x91\xa5',👥, Busts In Silhouette ,تمثيل ظلي تخيلي لشخصين,Human Activity,14,3,8,3,0.23529411764705882,0.5294117647058824,0.23529411764705882,0.0,neutral
500,b'\xf0\x9f\x91\xad',👭, Two Women Holding Hands ,امراتان تمسكان ايديهما,Human Activity,14,1,3,10,0.11764705882352941,0.23529411764705882,0.6470588235294118,0.5294117647058824,positive
501,b'\xf0\x9f\x90\x88',🐈, Cat ,قط,Nature,14,6,2,6,0.4117647058823529,0.17647058823529413,0.4117647058823529,0.0,neutral
502,b'\xf0\x9f\x90\xb0',🐰, Rabbit Face ,وجه الارنب,Nature,14,2,4,8,0.17647058823529413,0.29411764705882354,0.5294117647058824,0.3529411764705882,positive
503,b'\xf0\x9f\x90\xb6',🐶, Dog Face ,وجه الكلب,Nature,14,6,4,4,0.4117647058823529,0.29411764705882354,0.29411764705882354,-0.11764705882352938,negative
504,b'\xf0\x9f\xa4\x91',🤑, Money-Mouth Face ,وجه المال ,Facial Expression,13,3,8,2,0.25,0.5625,0.1875,-0.0625,neutral
505,b'\xf0\x9f\x93\xbb',📻, Radio ,مذياع,Object,13,6,6,1,0.4375,0.4375,0.125,-0.3125,negative
506,b'\xf0\x9f\x9b\x8e',🛎, Bellhop Bell ,جرس الخدمه,Object,13,2,9,2,0.1875,0.625,0.1875,0.0,neutral
507,b'\xf0\x9f\x94\x91',🔑, Key ,مفتاح,Object,13,3,4,6,0.25,0.3125,0.4375,0.1875,positive
508,b'\xf0\x9f\x90\xa6',🐦, Bird ,طائر,Nature,13,5,1,7,0.375,0.125,0.5,0.125,positive
509,b'\xf0\x9f\xa4\xa0',🤠, Cowboy Hat Face ,وجه قبعه رعاه البقر,Facial Expression,13,12,1,0,0.8125,0.125,0.0625,-0.75,negative
510,b'\xf0\x9f\x92\xbb',💻, Laptop Computer ,كمبيوتر محمول,Object,13,1,7,5,0.125,0.5,0.375,0.25,positive
511,b'\xf0\x9f\x8d\xb3',🍳, Cooking ,طبخ,Food,13,5,2,6,0.375,0.1875,0.4375,0.0625,neutral
512,b'\xf0\x9f\x96\x8c',🖌, Paintbrush ,فرشاه الرسم,Object,13,3,3,7,0.25,0.25,0.5,0.25,positive
513,b'\xf0\x9f\x93\xb5',📵, No Mobile Phones ,علامه ممنوع حمل الهواتف المحموله,Symbol,13,10,2,1,0.6875,0.1875,0.125,-0.5625,negative
514,b'\xf0\x9f\x87\xb6',🇶, Regional Indicator Symbol Letter Q ,حرف رمز المؤشر الإقليمي Q,Symbol,13,3,3,7,0.25,0.25,0.5,0.25,positive
515,b'\xf0\x9f\x85\xb0',🅰, A Button (Blood Type) ,زر A فصيله الدم,Symbol,13,2,5,6,0.1875,0.375,0.4375,0.25,positive
516,b'\xf0\x9f\x87\xb3',🇳, Regional Indicator Symbol Letter N ,حرف رمز المؤشر الإقليمي N,Symbol,13,7,4,2,0.5,0.3125,0.1875,-0.3125,negative
517,b'\xe2\x86\xa9',↩, Right Arrow Curving Left ,سهم ايمن منحني اليسار,Symbol,13,2,3,8,0.1875,0.25,0.5625,0.375,positive
518,b'\xe2\x98\xa3',☣, Biohazard ,خطر ماده كيميائيه بيولوجيه,Symbol,13,1,12,0,0.125,0.8125,0.0625,-0.0625,neutral
519,b'\xf0\x9f\x8d\xb9',🍹, Tropical Drink ,مشروب استوائي,Food,13,3,6,4,0.25,0.4375,0.3125,0.0625,neutral
520,b'\xf0\x9f\x95\x9b',🕛, Twelve O’Clock ,الساعه الثانيه عشر,Object,13,0,6,7,0.0625,0.4375,0.5,0.4375,positive
521,b'\xf0\x9f\x8d\x8c',🍌, Banana ,موز,Food,13,6,1,6,0.4375,0.125,0.4375,0.0,neutral
522,b'\xf0\x9f\x8f\x85',🏅, Sports Medal ,ميداليه رياضيه,Object,13,6,2,5,0.4375,0.1875,0.375,-0.0625,neutral
523,b'\xe2\x9e\xbf',➿, Double Curly Loop ,حلقه مزدوجه مجعده,Symbol,13,1,4,8,0.125,0.3125,0.5625,0.4375,positive
524,b'\xf0\x9f\x87\xa7',🇧, Regional Indicator Symbol Letter B ,حرف رمز المؤشر الإقليمي ب,Symbol,13,2,3,8,0.1875,0.25,0.5625,0.375,positive
525,b'\xe2\x97\xbe',◾, Black Medium-Small Square ,مربع اسود متوسط ​​صغير,Symbol,13,6,7,0,0.4375,0.5,0.0625,-0.375,negative
526,b'\xf0\x9f\x8f\xb3',🏳, White Flag ,علم ابيض,Flag,13,3,4,6,0.25,0.3125,0.4375,0.1875,positive
527,b'\xf0\x9f\x9b\x8c',🛌, Person In Bed ,شخص في السرير,Human Activity,13,7,6,0,0.5,0.4375,0.0625,-0.4375,negative
528,b'\xf0\x9f\x87\xb8\xf0\x9f\x87\xb3',🇸🇳, Senegal ,علم السنغال,Flag,13,0,10,3,0.0625,0.6875,0.25,0.1875,positive
529,b'\xf0\x9f\x94\x87',🔇, Muted Speaker ,علامه مكبر الصوت بصوت مكتوم ,Symbol,12,3,8,1,0.26666666666666666,0.6,0.13333333333333333,-0.13333333333333333,negative
530,b'\xf0\x9f\x8e\x84',🎄, Christmas Tree ,شجره عيد الميلاد,Nature,12,0,1,11,0.06666666666666667,0.13333333333333333,0.8,0.7333333333333334,positive
531,b'\xf0\x9f\x90\xbc',🐼, Panda Face ,وجه الباندا,Nature,12,3,2,7,0.26666666666666666,0.2,0.5333333333333333,0.26666666666666666,positive
532,b'\xf0\x9f\x99\x80',🙀, Weary Cat Face ,وجه القط مكتئب,Facial Expression,12,2,7,3,0.2,0.5333333333333333,0.26666666666666666,0.06666666666666665,positive
533,b'\xf0\x9f\x8d\x96',🍖, Meat On Bone ,لحم على عظم,Food,12,2,7,3,0.2,0.5333333333333333,0.26666666666666666,0.06666666666666665,positive
534,b'\xf0\x9f\x8d\xae',🍮, Custard ,كاسترد,Food,12,3,3,6,0.26666666666666666,0.26666666666666666,0.4666666666666667,0.2,positive
535,b'\xe2\x97\x80',◀, Reverse Button ,زر عكسي,Symbol,12,2,10,0,0.2,0.7333333333333333,0.06666666666666667,-0.13333333333333336,negative
536,b'\xf0\x9f\x93\x8b',📋, Clipboard ,لوح اوراق,Object,12,0,9,3,0.06666666666666667,0.6666666666666666,0.26666666666666666,0.2,positive
537,b'\xf0\x9f\x87\xb3\xf0\x9f\x87\xac',🇳🇬, Nigeria ,علم نيجيريا,Flag,12,0,12,0,0.06666666666666667,0.8666666666666667,0.06666666666666667,0.0,neutral
538,b'\xf0\x9f\x87\xb5\xf0\x9f\x87\xb1',🇵🇱, Poland ,علم بولندا,Flag,12,0,12,0,0.06666666666666667,0.8666666666666667,0.06666666666666667,0.0,neutral
539,b'\xf0\x9f\x87\xb5\xf0\x9f\x87\xb9',🇵🇹, Portugal ,علم البرتغال,Flag,12,1,10,1,0.13333333333333333,0.7333333333333333,0.13333333333333333,0.0,neutral
540,b'\xf0\x9f\x91\x97',👗, Dress ,فستان,Object,12,2,7,3,0.2,0.5333333333333333,0.26666666666666666,0.06666666666666665,positive
541,b'\xf0\x9f\x92\xb3',💳, Credit Card ,بطاقه ائتمان,Object,12,0,6,6,0.06666666666666667,0.4666666666666667,0.4666666666666667,0.4,positive
542,b'\xf0\x9f\x9a\x91',🚑, Ambulance ,سياره اسعاف,Object,12,1,11,0,0.13333333333333333,0.8,0.06666666666666667,-0.06666666666666667,negative
543,b'\xf0\x9f\xa5\x97',🥗, Green Salad ,سلطه خضراء,Food,12,2,3,7,0.2,0.26666666666666666,0.5333333333333333,0.3333333333333333,positive
544,b'\xf0\x9f\x8c\xad',🌭, Hot Dog ,نقانق,Food,11,5,6,0,0.42857142857142855,0.5,0.07142857142857142,-0.3571428571428571,negative
545,b'\xf0\x9f\x91\xa0',👠, High-Heeled Shoe ,حذاء بكعب عال,Object,11,7,0,4,0.5714285714285714,0.07142857142857142,0.35714285714285715,-0.21428571428571425,negative
546,b'\xf0\x9f\x8c\xae',🌮, Taco ,تاكو,Food,11,4,6,1,0.35714285714285715,0.5,0.14285714285714285,-0.2142857142857143,negative
547,b'\xf0\x9f\x8d\xb5',🍵, Teacup Without Handle ,فنجان بدون مقبض,Food,11,0,6,5,0.07142857142857142,0.5,0.42857142857142855,0.3571428571428571,positive
548,b'\xf0\x9f\x8f\x87',🏇, Horse Racing ,سباق الخيل,Human Activity,11,5,1,5,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0,neutral
549,b'\xf0\x9f\x91\xaa',👪, Family ,اسره,Human Activity,11,3,1,7,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.2857142857142857,positive
550,b'\xf0\x9f\x91\xbc',👼, Baby Angel ,الطفل الملاك,Human Activity,11,1,2,8,0.14285714285714285,0.21428571428571427,0.6428571428571429,0.5,positive
551,b'\xf0\x9f\x91\x99',👙, Bikini ,بيكيني,Object,11,7,3,1,0.5714285714285714,0.2857142857142857,0.14285714285714285,-0.42857142857142855,negative
552,b'\xf0\x9f\x95\xb6',🕶, Sunglasses ,نظاره شمسيه,Object,11,0,1,10,0.07142857142857142,0.14285714285714285,0.7857142857142857,0.7142857142857143,positive
553,b'\xf0\x9f\x91\xaf',👯, People With Bunny Ears ,اشخاص باذان الارنب,Body Language,11,3,2,6,0.2857142857142857,0.21428571428571427,0.5,0.2142857142857143,positive
554,b'\xf0\x9f\x91\xbe',👾, Alien Monster ,الوحش الغريب,Object,11,9,2,0,0.7142857142857143,0.21428571428571427,0.07142857142857142,-0.6428571428571429,negative
555,b'\xe2\x9b\x84',⛄, Snowman Without Snow ,رجل ثلج بدون ثلج,Nature,11,1,1,9,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.5714285714285714,positive
556,b'\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa',🇩🇪, Germany ,علم المانيا,Flag,11,2,6,3,0.21428571428571427,0.5,0.2857142857142857,0.07142857142857142,positive
557,b'\xf0\x9f\x90\x94',🐔, Chicken ,دجاج,Nature,11,2,2,7,0.21428571428571427,0.21428571428571427,0.5714285714285714,0.3571428571428571,positive
558,b'\xe2\x9a\x9b',⚛, Atom Symbol ,رمز الذره,Symbol,11,2,8,1,0.21428571428571427,0.6428571428571429,0.14285714285714285,-0.07142857142857142,negative
559,b'\xf0\x9f\x8c\xa6',🌦, Sun Behind Rain Cloud ,شمس خلف سحابه ماطره,Nature,11,1,1,9,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.5714285714285714,positive
560,b'\xf0\x9f\x8c\x8b',🌋, Volcano ,بركان,Nature,11,2,2,7,0.21428571428571427,0.21428571428571427,0.5714285714285714,0.3571428571428571,positive
561,b'\xe2\x9d\x95',❕, White Exclamation Mark ,علامه تعجب بيضاء,Symbol,11,3,2,6,0.2857142857142857,0.21428571428571427,0.5,0.2142857142857143,positive
562,b'\xf0\x9f\x8c\xa9',🌩, Cloud With Lightning ,سحابه ببرق,Nature,11,2,3,6,0.21428571428571427,0.2857142857142857,0.5,0.2857142857142857,positive
563,b'\xf0\x9f\xa4\x9c',🤜, Right-Facing Fist ,قبضه يمين,Body Language,10,5,4,1,0.46153846153846156,0.38461538461538464,0.15384615384615385,-0.3076923076923077,negative
564,b'\xf0\x9f\x91\xbd',👽, Alien ,كائن فضائي,Object,10,7,2,1,0.6153846153846154,0.23076923076923078,0.15384615384615385,-0.46153846153846156,negative
565,b'\xf0\x9f\x9a\xbb',🚻, Restroom ,غرفه الاستراحه,Symbol,10,2,1,7,0.23076923076923078,0.15384615384615385,0.6153846153846154,0.38461538461538464,positive
566,b'\xf0\x9f\xa4\xb8',🤸, Person Cartwheeling ,شخص يتشقلب علي الارض,Human Activity,10,3,6,1,0.3076923076923077,0.5384615384615384,0.15384615384615385,-0.15384615384615385,negative
567,b'\xf0\x9f\xa5\x92',🥒, Cucumber ,خيار,Food,10,4,6,0,0.38461538461538464,0.5384615384615384,0.07692307692307693,-0.3076923076923077,negative
568,b'\xf0\x9f\x8d\x89',🍉, Watermelon ,بطيخ,Food,10,6,2,2,0.5384615384615384,0.23076923076923078,0.23076923076923078,-0.30769230769230765,negative
569,b'\xf0\x9f\x8d\x85',🍅, Tomato ,طماطم,Food,10,0,5,5,0.07692307692307693,0.46153846153846156,0.46153846153846156,0.38461538461538464,positive
570,b'\xf0\x9f\x8f\xab',🏫, School ,مدرسه,Place,10,1,9,0,0.15384615384615385,0.7692307692307693,0.07692307692307693,-0.07692307692307693,negative
571,b'\xf0\x9f\x8c\xa5',🌥, Sun Behind Large Cloud ,شمس خلف سحابه كبيره,Nature,10,0,1,9,0.07692307692307693,0.15384615384615385,0.7692307692307693,0.6923076923076923,positive
572,b'\xf0\x9f\x94\xa7',🔧, Wrench ,مفتاح ربط البراغي,Object,10,0,10,0,0.07692307692307693,0.8461538461538461,0.07692307692307693,0.0,neutral
573,b'\xf0\x9f\x87\xad',🇭, Regional Indicator Symbol Letter H ,حرف رمز المؤشر الإقليمي H,Symbol,10,2,1,7,0.23076923076923078,0.15384615384615385,0.6153846153846154,0.38461538461538464,positive
574,b'\xf0\x9f\x97\x9d',🗝, Old Key ,مفتاح قديم,Object,10,4,0,6,0.38461538461538464,0.07692307692307693,0.5384615384615384,0.1538461538461538,positive
575,b'\xf0\x9f\x95\x95',🕕, Six O’Clock ,الساعه السادسه تماما,Object,10,1,7,2,0.15384615384615385,0.6153846153846154,0.23076923076923078,0.07692307692307693,positive
576,b'\xf0\x9f\x95\xb0',🕰, Mantelpiece Clock ,ساعه رف الموقد,Object,10,3,2,5,0.3076923076923077,0.23076923076923078,0.46153846153846156,0.15384615384615385,positive
577,b'\xf0\x9f\x93\x8e',📎, Paperclip ,مشبك الورق,Object,10,1,6,3,0.15384615384615385,0.5384615384615384,0.3076923076923077,0.15384615384615385,positive
578,b'\xf0\x9f\x9b\xa0',🛠, Hammer And Wrench ,مطرقه ومفتاح ربط البراغي,Object,10,6,4,0,0.5384615384615384,0.38461538461538464,0.07692307692307693,-0.4615384615384615,negative
579,b'\xf0\x9f\x8c\xac',🌬, Wind Face ,وجه الريح,Nature,10,2,3,5,0.23076923076923078,0.3076923076923077,0.46153846153846156,0.23076923076923078,positive
580,b'\xe2\x86\xaa',↪, Left Arrow Curving Right ,سهم لليسار منحني لليمين,Symbol,10,2,6,2,0.23076923076923078,0.5384615384615384,0.23076923076923078,0.0,neutral
581,b'\xf0\x9f\x98\xb8',😸, Grinning Cat Face With Smiling Eyes ,وجه قط مبتسم بعيون مبتسمه,Facial Expression,9,1,2,6,0.16666666666666666,0.25,0.5833333333333334,0.41666666666666674,positive
582,b'\xf0\x9f\x8e\xb7',🎷, Saxophone ,ساكسفون,Object,9,2,3,4,0.25,0.3333333333333333,0.4166666666666667,0.16666666666666669,positive
583,b'\xf0\x9f\x87\xb1',🇱, Regional Indicator Symbol Letter L ,رمز المؤشر الإقليمي الحرف L,Symbol,9,4,1,4,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,neutral
584,b'\xe2\x97\xbc',◼, Black Medium Square ,مربع اسود متوسط,Symbol,9,0,9,0,0.08333333333333333,0.8333333333333334,0.08333333333333333,0.0,neutral
585,b'\xf0\x9f\x8c\x9b',🌛, First Quarter Moon Face ,وجه القمر الربع الاول,Nature,9,2,1,6,0.25,0.16666666666666666,0.5833333333333334,0.33333333333333337,positive
586,b'\xf0\x9f\x8c\x9c',🌜, Last Quarter Moon Face ,وجه قمر الربع الاخير,Nature,9,2,2,5,0.25,0.25,0.5,0.25,positive
587,b'\xf0\x9f\x8e\xae',🎮, Video Game ,لعبه فيديو,Object,9,0,7,2,0.08333333333333333,0.6666666666666666,0.25,0.16666666666666669,positive
588,b'\xf0\x9f\x94\xae',🔮, Crystal Ball ,كره كريستال,Object,9,3,2,4,0.3333333333333333,0.25,0.4166666666666667,0.08333333333333337,positive
589,b'\xf0\x9f\x95\xa7',🕧, Twelve-Thirty ,الساعه الثانيه عشر والنصف,Object,9,0,9,0,0.08333333333333333,0.8333333333333334,0.08333333333333333,0.0,neutral
590,b'\xf0\x9f\x95\x98',🕘, Nine O’Clock ,الساعه التاسعه تماما,Object,9,0,8,1,0.08333333333333333,0.75,0.16666666666666666,0.08333333333333333,positive
591,b'\xf0\x9f\x9a\xb2',🚲, Bicycle ,دراجه,Object,9,4,0,5,0.4166666666666667,0.08333333333333333,0.5,0.08333333333333331,positive
